Transcript/RepeatID	chr	start	end	strand	Length	Copies	Annotation/Divergence	B_53A_GSM1153526.CvsH	FPKM	B_CL7B-P12_GSM1153525.CvsH	FPKM	B_PR01086_iPSC-1_A_GSM1153521.CvsH	FPKM	B_PR01086_iPSC-1_B_GSM1153523.CvsH	FPKM	C_PR00818_iPSC-2_A_GSM1153514.CvsH	FPKM	C_PR00818_iPSC-2_B_GSM1153516.CvsH	FPKM	C_PR01209_iPSC-1_A_GSM1153517.CvsH	FPKM	C_PR01209_iPSC-1_B_GSM1153519.CvsH	FPKM	H_ADRC-40_iPSC-2_A_GSM1153507.CvsH	FPKM	H_ADRC-40_iPSC-2_B_GSM1153501.CvsH	FPKM	H_ESC_H1_GSM1153529.CvsH	FPKM	H_ESC_HUES-6_GSM1153528.CvsH	FPKM	H_GM22159_WT-9_iPSC_GSM1153512.CvsH	FPKM	H_WT-126_iPSC_GSM1153513.CvsH	FPKM	H_WT-33_iPSC-1_A_GSM1153510.CvsH	FPKM	H_WT-33_iPSC-1_B_GSM1153509.CvsH	FPKM	c1.CvsH.hg19	FPKM	c2.CvsH.hg19	FPKM	h1.CvsH.hg19	FPKM	h2.CvsH.hg19	FPKM
Merged-chr1-77362528-8	chr1	77359701	77366867	-	7166	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.031	0.035	0.06	0.028	0.17	0.181	0.157	0.12	0.007	0.003	0.05	0.017	0.026	0.042	0.009	0.011	0.086	0.128	0.027	0.012																				
Merged-chrX-115128906-5	chrX	115126088	115131935	+	5847	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0.003	0	0	0	0	0	0																				
Merged-chr19-5854849-7	chr19	5851246	5859065	+	7819	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.011	0.004	0	0	0.005	0.006	0.009	0	0.004	0	0.009	0	0	0	0	0	0.004	0	0	0.003																				
Merged-chr22-39463096-4	chr22	39461287	39465180	-	3893	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.023	0.013	0	0.026	0.009	0.011	0.006	0	0	0	0.009	0.031	0	0	0	0.02	0.01	0	0.006	0																				
Merged-chr7-67683234-3	chr7	67682043	67684484	-	2441	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr15-56010366-4	chr15	56009059	56011720	+	2661	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.034	0.006	0	0	0.021	0.008	0	0.018	0	0	0	0	0.008	0.021	0.008	0	0	0.016	0	0																				
Merged-chr4-88857854-4	chr4	88856297	88859407	-	3110	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.864	1.48	1.075	0.214	1.429	2.611	1.947	0.812	3.322	1.311	4.235	5.212	2.691	4.089	5.377	1.344	4.07	1.212	9.885	4.578																				
Merged-chr1-84524472-3	chr1	84523278	84525613	-	2335	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.004	0	0	0.008	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0.005	0																				
Merged-chr13-82444251-7	chr13	82439434	82447362	+	7928	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.006	0.01	0	0.019	0.019	0.026	0.018	0.009	0.006	0.023	0.003	0.003	0.033	0.019	0	0.046	0.012	0.003	0.014																				
Merged-chr16-9764983-3	chr16	9763610	9766315	-	2705	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.05	0.044	0.086	0.041	0.104	0.034	0.018	0.533	0.699	36.077	3.546	0.204	5.851	3.347	1.067	0.207	0.277	31.958	23.466																				
Merged-chr2-81105126-3	chr2	81102139	81108103	-	5964	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.173	0.249	0.251	0.262	0.158	0.414	0.261	0.144	0.37	0.162	1.236	0.341	0.192	0.54	0.412	0.248	0.257	0.126	0.888	0.446																				
Merged-chr4-167445507-7	chr4	167441047	167448382	+	7335	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.068	0.051	1.099	0.041	0.903	1.648	1.366	1.059	0.144	0.072	0.217	0.132	0.254	0.15	0.166	0.062	0.831	0.931	0.11	0.142																				
Merged-chr11-4241309-4	chr11	4239751	4242886	-	3135	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.012	0	0.007	0	0	0	0	0	0	0.006	0	0	0	0	0.003	0																				
Merged-chr5-97775401-6	chr5	97772386	97777820	+	5434	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.002	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr2-54735004-4	chr2	54733235	54736962	-	3727	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.397	0.009	0.359	0	0.307	0.657	0.584	0.371	0.009	0	0.019	0	0	0	0	0	0.351	0.768	0.006	0																				
Merged-chr4-183738141-4	chr4	183734679	183740856	+	6177	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.247	0.254	1.146	0.312	0.991	1.977	1.466	1.08	0.138	0.078	0.272	0.133	0.089	0.187	0.204	0.172	1.113	0.718	0.415	0.274																				
Merged-chr9-101030011-8	chr9	101026799	101034429	-	7630	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.029	0.027	0.041	0.057	0.058	0.077	0.042	0.025	0.005	0.015	0.038	0.008	0.019	0.032	0.055	0.02	0.097	0.038	0.081	0.054																				
Merged-chr2-69671175-5	chr2	69669341	69673193	-	3852	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.012	0	0	0	0.177	0.101	0.024	0.062	0.063	0.012	0.005	0	0	0.053	0.005	0	0.051	0.005	0.036	0.006																				
Merged-chr10-55261889-4	chr10	55259030	55265262	-	6232	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.446	0.222	0.555	0.219	0.482	0.615	0.346	0.65	0.189	0.177	0.786	0.229	0.138	0.454	0.314	0.195	0.92	0.424	0.578	0.496																				
Merged-chr2-138443532-5	chr2	138441077	138447027	-	5950	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.06	0.074	0.046	0.006	0.077	0.175	0.089	0.144	0.012	0	0.009	0.007	0.01	0.006	0.004	0.006	0.02	0.023	0.004	0																				
Merged-chrY-23066269-6	chrY	23063982	23068433	-	4451	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr2-151814278-7	chr2	151809092	151819092	+	10000	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.018	0.002	0	0	0	0.002	0	0	0	0	0	0	0	0.002	0.002	0	0.001	0	0	0.001																				
Merged-chr14-86201153-7	chr14	86197983	86205739	-	7756	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.012	0.002	0.015	0	0.021	0.022	0.009	0.006	0.004	0.012	0.056	0.008	0.005	0.034	0.03	0.02	0.009	0.001	0.038	0.023																				
Merged-chr17-31100322-2	chr17	31098992	31101653	+	2661	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.067	0.197	0.103	0.15	0.132	0.13	0.155	0.09	0.202	0.139	0.136	0.136	0.161	0.238	0.189	0.228	0.096	0.047	0.178	0.1																				
Merged-chr10-35691755-4	chr10	35689739	35694432	-	4693	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0.005	0	0.02	0.004	0.005	0.008	0	0	0.004	0	0	0.004	0	0.007	0																				
Merged-chr19-55408018-8	chr19	55404867	55412751	-	7884	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.002	0.045	0	0.049	0.047	0.012	0.024	0.077	0.032	0.05	0.082	0.067	0.135	0.061	0.029	0.06	0.029	0.042	0.046																				
Merged-chr14-21283847-5	chr14	21281892	21285788	-	3896	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.011	0	0.009	0.009	0.011	0	0	0.018	0.012	0.533	0.01	0.021	0	0	0	0.01	0.008	0.011	0.048																				
Merged-chr7-124372750-8	chr7	124368410	124375584	+	7174	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.237	0.045	0.203	0.014	0.247	0.311	0.24	0.193	0.044	0.01	0.166	0.011	0.034	0.075	0.015	0.021	0.488	0.37	0.087	0.053																				
Merged-chr21-17767483-8	chr21	17763576	17771703	-	8127	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.005	0.003	0	0	0.002	0.003	0	0	0.003	0	0	0	0.001	0.001	0	0																				
Merged-chr11-83054676-6	chr11	83052231	83057425	-	5194	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.043	0.013	0.038	0.006	0.085	0.096	0.075	0.064	0.662	0.177	0.007	0.163	0.102	0.233	0.21	0.212	0.03	0.014	0.037	0.045																				
Merged-chr11-67610710-6	chr11	67608574	67613354	-	4780	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.047	0.042	0.041	0.021	0.023	0.095	0.043	0.02	0.004	0.005	0.011	0.013	0.013	0.008	0	0.008	0.082	0.052	0.027	0.06																				
Merged-chr2-234124827-10	chr2	234121475	234127938	-	6463	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.006	0	0.007	0.015	0.011	0	0.003	0	0	0.006	0	0	0	0.003	0	0																				
Merged-chrX-110790815-7	chrX	110786260	110793675	+	7415	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.846	0.173	0.833	0.228	1.114	1.802	1.181	1.067	1.072	0.55	2.124	1.112	1.683	2.235	1.941	1.573	0.946	0.359	2.181	1.3																				
Merged-chr19-43829737-7	chr19	43826879	43834319	-	7440	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.126	0.056	0.1	0.036	0.154	0.352	0.176	0.109	0.252	0.111	0.605	0.278	0.445	0.395	0.322	0.179	0.156	0.076	0.565	0.231																				
Merged-chr10-17673575-2	chr10	17672044	17675107	-	3063	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.058	0.138	0.013	0.076	0.06	0.028	0.03	0	0.164	0.158	0.206	0.079	0.047	0.249	0.178	0.174	0.083	0.099	0.099	0.061																				
Merged-chrX-108425317-7	chrX	108420798	108428163	+	7365	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.043	0.026	0.027	0.027	0.038	0.109	0.04	0.045	0	0	0.012	0	0.003	0.008	0	0.005	0.019	0.004	0.004	0.005																				
Merged-chr4-134937175-7	chr4	134932571	134940332	+	7761	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.012	0.073	0.035	0.034	0.211	0.126	0.103	0.043	0.391	0.074	0.535	0.109	0.192	0.41	0.208	0.215	0.393	0.322	0.057	0.056																				
Merged-chr1-4247065-2	chr1	4245575	4248556	-	2981	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.045	0.017	0.053	0	0.037	0.044	0.015	0.064	0	0	0.036	0.007	0	0	0.007	0	0.033	0.031	0.004	0																				
Merged-chrX-140489767-3	chrX	140488391	140491125	-	2734	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr11-18665817-2	chr11	18664015	18667619	+	3604	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.002	0	0	0.005	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr1-30679487-7	chr1	30675718	30682768	+	7050	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.001	0	0	0.003	0	0	0	0	0	0.005	0	0	0	0	0	0	0.003	0	0																				
Merged-chrX-12961600-8	chrX	12957189	12964451	+	7262	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.308	0.228	0.412	0.069	0.434	0.88	0.493	0.394	0.014	0.025	0.211	0.019	0.037	0.246	0.197	0.089	0.645	0.28	0.405	0.095																				
Merged-chr12-82369763-5	chr12	82368202	82371191	-	2989	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.017	0	0	0.006	0.007	0.015	0	0	0	0	0	0	0	0	0	0.039	0.024	0	0																				
Merged-chr11-123738373-9	chr11	123735224	123742572	-	7348	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.079	0.023	0.086	0.014	0.088	0.074	0.053	0.039	0.007	0.003	0.012	0	0	0.003	0.011	0.005	0.195	0.034	0.1	0.069																				
Merged-chr13-89167199-8	chr13	89164299	89171773	-	7474	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.204	0.128	0.242	0.129	0.328	0.609	0.374	0.402	0.088	0.111	0.167	0.083	0.033	0.242	0.183	0.198	1.005	0.301	0.108	0.107																				
Merged-chr13-98298352-7	chr13	98293770	98301262	+	7492	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.042	0.018	0.032	0.004	0.052	0.038	0.037	0.013	0.005	0.006	0.012	0.005	0.008	0.005	0.008	0	0.1	0.044	0.014	0.012																				
Merged-chr8-136781698-7	chr8	136778649	136786039	-	7390	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.067	0.039	0.053	0.049	0.07	0.144	0.121	0.103	0.023	0.031	0.064	0.008	0.008	0.123	0.102	0.036	0.019	0.018	0.082	0.048																				
Merged-chr21-29536926-9	chr21	29532957	29540030	+	7073	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.082	0.027	0.106	0.019	0.25	0.233	0.276	0.121	0.044	0.01	0.018	0.006	0.012	0.024	0.012	0.005	0.238	0.143	0.006	0																				
Merged-chr8-3097606-7	chr8	3094719	3102038	-	7319	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.018	0.009	0.043	0.014	0.04	0.018	0.031	0.013	0.043	0	0.086	0.016	0.003	0.003	0.011	0	0.026	0.001	0.003	0.006																				
Merged-chr20-12322987-8	chr20	12320131	12327370	-	7239	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.59	0.161	1.782	0.133	1.534	2.277	1.66	1.672	0.604	1.187	1.477	0.564	0.616	5.05	1.683	2.146	2.024	0.653	3.63	2.235																				
Merged-chr12-14860189-8	chr12	14857595	14864333	-	6738	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.422	0.239	1.343	0.513	2.387	4.297	2.719	0.813	24.213	17.766	49.106	27.123	22.373	62.051	38.141	32.99	0.464	0.352	56.883	29.888																				
Merged-chr11-130436701-9	chr11	130433502	130440796	-	7294	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.111	0.091	0.108	0.055	0.228	0.3	0.185	0.196	0.055	0.041	0.116	0.063	0.053	0.117	0.037	0.031	0.301	0.151	0.157	0.094																				
Merged-chr1-82535250-8	chr1	82532442	82539467	-	7025	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.811	0.29	2.587	0.624	2.418	4.649	3.444	2.272	0.339	0.262	0.599	0.223	1.252	1.376	0.9	1.028	1.096	1.448	1.012	0.97																				
Merged-chr2-3864001-4	chr2	3862330	3865683	-	3353	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.011	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr1-109019229-8	chr1	109014965	109022037	+	7072	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.076	0.332	1.162	0.15	1.142	1.859	1.472	1.287	0.017	0	0.023	0.009	0.003	0.045	0.015	0.021	3.215	1.517	0.059	0.044																				
Merged-chr2-41612334-2	chr2	41611028	41613640	+	2612	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr1-105144297-4	chr1	105142017	105146202	+	4185	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr4-92548435-9	chr4	92544015	92551624	+	7609	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.488	0.432	0.47	0.183	0.698	0.794	0.473	0.47	1.095	0.348	1.923	0.909	0.489	0.849	0.944	0.544	2.721	0.819	5.364	6.194																				
Merged-chr15-43180292-7	chr15	43176170	43183352	+	7182	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.001	0	0	0	0	0	0.007	0.002	0	0.008	0	0	0	0	0	0	0.001	0.003	0																				
Merged-chr15-37530371-7	chr15	37527645	37534504	-	6859	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.013	0.01	0.006	0	0.035	0.028	0.017	0.014	0	0.007	0	0.018	0.003	0.038	0.018	0.022	0.016	0.002	0.047	0.015																				
Merged-chr4-171041278-7	chr4	171036785	171044105	+	7320	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.043	0.104	0.054	0.127	0.118	0.216	0.141	0.059	0.014	0.006	0.032	0.014	0.014	0.015	0.011	0.005	0.18	0.104	0.04	0.027																				
Merged-chr17-19794161-8	chr17	19791025	19797858	-	6833	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.006	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.003	0.002	0.003	0																				
Merged-chrY-17627216-11	chrY	17621177	17631020	+	9843	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.023	0.002	0.016	0	0.026	0.022	0.028	0.005	0.005	0	0	0.004	0.008	0	0	0.008	0.083	0.012	0	0.002																				
Merged-chr4-134186611-6	chr4	134183924	134190863	-	6939	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.039	0.005	0.011	0	0.085	0.075	0.046	0.096	0.008	0	0.01	0.003	0.003	0.013	0.003	0	0.052	0.018	0	0																				
Merged-chr1-173093354-3	chr1	173091992	173094782	+	2790	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr6-160653099-6	chr6	160648879	160656156	+	7277	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.043	0.055	0.011	0.037	0.474	0.375	0.246	0.216	0.031	0.003	0.01	0.003	0.006	0.036	0.003	0	0.276	0.013	0.01	0.003																				
Merged-chr7-30522174-7	chr7	30518376	30525718	+	7342	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.005	0	0.005	0.005	0.018	0.009	0	0.005	0.003	0.002	0.008	0.003	0	0.006	0	0.013	0.01	0.003	0.011																				
Merged-chr12-59719085-8	chr12	59716209	59723526	-	7317	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.881	1.241	0.957	1.33	1.875	4.017	2.438	1.569	8.248	7.388	38.749	14.742	4.096	28.129	23.127	19.242	1.061	0.61	53.823	24.614																				
Merged-chr12-114500320-3	chr12	114498601	114501979	+	3378	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0																				
Merged-chr4-11811553-8	chr4	11807137	11814383	+	7246	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.822	0.026	0.657	0.005	1.27	1.533	1.171	1.427	0.012	0.003	0.062	0.008	0.008	0.039	0.006	0.01	3.95	3.254	0.179	0.052																				
Merged-chr17-29958525-3	chr17	29957038	29960291	-	3253	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr3-190641563-8	chr3	190637176	190644424	+	7248	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.229	0.044	0.418	0.037	0.29	0.565	0.405	0.316	0.031	0.054	0.077	0.031	0.065	0.177	0.093	0.052	0.29	0.116	0.176	0.116																				
Merged-chr4-45693596-3	chr4	45692199	45695018	+	2819	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr6-72462482-2	chr6	72460550	72464415	-	3865	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.02	0	0.005	0.006	0.006	0.012	0.004	0	0.009	0	0	0	0.011	0	0.013	0	0	0																				
Merged-chr9-89203180-2	chr9	89201624	89204736	-	3112	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.014	0.003	0.051	0	0.124	0.188	0.103	0.077	0	0.022	0.035	0.039	0.026	0.03	0.027	0.012	0.054	0.013	0.021	0.021																				
Merged-chr1-66111229-5	chr1	66108105	66114501	-	6396	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.093	0.198	1.894	0.291	2.22	3.85	2.574	1.907	0.635	0.173	0.545	0.509	0.441	1.013	0.657	0.392	2.274	1.024	0.356	0.239																				
Merged-chr3-155763058-3	chr3	155761938	155764181	-	2243	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.757	1.073	1.456	1.703	1.669	1.545	1.574	1.891	0.085	0.113	0.105	0.099	0.082	0.141	0.112	0.135	0.202	0.232	0.019	0.04																				
